Code,Academic Year,Degree,same_as_wikidata_degree,DegreeID,UniversityID,AcademicLevelID,AmbitID
4311625,2024-2025,Comunicación Multimedia UPV/EHU - EITB / Multimedia Komunikazioa UPV/EHU-EITB,,54c0598e36f8a75fe7c03739f91ff0b7,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
4311903,2024-2025,social communication,https://wikidata.org/entity/Q6701907,5d840cd7d927d602e14dcdc4f59c42de,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
4313038,2024-2025,Conservación y Exhibición  de Arte Contemporáneo (CYXAC),,33e78ff0c0528cbe1da53ab35e07d77c,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
4311627,2024-2025,Contaminación y Toxicología Ambientales,,3eeeda7280126b476c622ff62a51ac93,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
4314676,2024-2025,Control en Redes Eléctricas Inteligentes y Generación Distribuida/Control in Smartgrids and Distributed Generation,,77065bc7b34bd4d077f737ae72765d8c,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
4311628,2024-2025,Cuaternario: Cambios Ambientales y Huella Humana,,6d4f228410bc983a308ba9a7f9701ec7,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
4312003,2024-2025,Derechos Fundamentales y Poderes Públicos,,87edd4183922b150708f063941dd6a15,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
4311629,2024-2025,Desarrollo y Cooperación Internacional,,32d2a4189aaf8c5ecf1ab83152f7ac0c,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,3a55b686cea34a8923b6ea395549772e
4316459,2024-2025,Dirección de Proyectos,,da0f59d9cf462530c39a87d664387e50,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,3a55b686cea34a8923b6ea395549772e
4311630,2024-2025,Dirección Empresarial desde la Innovación y la Internacionalización,,8051b935f0f5b932cbd5400d88e92ef2,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,3a55b686cea34a8923b6ea395549772e
4311631,2024-2025,Dispositivos y Sistemas Fotovoltaicos,,79d212fe97ac7cf488149fa605ef4405,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
4310763,2024-2025,Economía: Aplicaciones Empíricas y Políticas /  Master in Economics: Empirical Applications and Policies,,56c3f803e2963e12576a6db91da5aea3,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
3500541,2024-2025,public economics,https://wikidata.org/entity/Q2248246,0aa3233b27ee1fecd8be16cebee36490,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
4313429,2024-2025,Economía Social y Solidaria,,9ad41fc72211014dc979a319ea75dcef,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
4312559,2024-2025,Enología Innovadora,,ca6329f4c3d5c6f3f906c08de0aa7985,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
4311633,2024-2025,Estudios Feministas y de Género,,ed3c0da5f4f30cee4664cbcd30928029,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,3a55b686cea34a8923b6ea395549772e
4310243,2024-2025,international relations,https://wikidata.org/entity/Q166542,b32aca36c4a4c21a84d130aac0972cdd,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
4316629,2024-2025,Fabricación Digital / Master in Digital Manufacturing,,aa5319689b3763cfaf81208f210d86fc,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
4311634,2024-2025,"Farmacología, Desarrollo, Evaluación y Utilización Racional de Medicamentos",,4c3592d47e6b3d5309031802564ff9d1,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,afc4b5d3b7e78e8fb66cf859c95aaefe
4318444,2024-2025,"Filosofía: Ciencia, Sociedad, Tecnología",,b2087d68d53304df640f9ff80de3d557,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
4311635,2024-2025,Filosofía en un Mundo Global,,527854028a929176722eda746f25cbb3,d30bbd19fa77d8470334a259e060006e,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
