Academic Year,UniversityID,DegreeID,Degree,sameAsWikidata,sameAs,Ambit-id,AcademicLevelId,Credits,Offered Credits
2024-25,a62a164f781be26dd225dfda47b78c12,402c2c235be6d27bd0b3641e7c50ae7f,ADMINISTRACION Y DIRECCION DE EMPRESAS,business administration and management,https://www.wikidata.org/wiki/Q8188423,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,322.5
2024-25,a62a164f781be26dd225dfda47b78c12,4a3a00a6a21ec6c225c470b015de43c1,DERECHO,law,https://www.wikidata.org/wiki/Q7748,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,318
2024-25,a62a164f781be26dd225dfda47b78c12,c78e4fc14202a66833622815086de20c,ESTUDIOS INTERNACIONALES,international relations,https://www.wikidata.org/wiki/Q166542,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,270
2024-25,a62a164f781be26dd225dfda47b78c12,402c2c235be6d27bd0b3641e7c50ae7f,ADMINISTRACION Y DIRECCION DE EMPRESAS,business administration and management,https://www.wikidata.org/wiki/Q8188423,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,297
2024-25,a62a164f781be26dd225dfda47b78c12,2843c030da1905904f4778f472e5ad89,EDUCACION SOCIAL,social pedagogy,https://www.wikidata.org/wiki/Q1572493,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,294
2024-25,a62a164f781be26dd225dfda47b78c12,b9f1f54140aae74012dc5768ba59c3cc,INGENIERIA INFORMATICA,computer engineering,https://www.wikidata.org/wiki/Q428691,0957ac6a7296b4e6ef4d4e8d25691025,d6d85d89b4612501521435bd3f620a9a,240,276
2024-25,a62a164f781be26dd225dfda47b78c12,5ca20f7d80a85f8c950517da6c72bc72,TRABAJO SOCIAL,social work,https://www.wikidata.org/wiki/Q205398,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,285
2024-25,a62a164f781be26dd225dfda47b78c12,04fd0d8a547a17bf0ee061c8270e1972,EDUCACION INFANTIL,preschool education in Spain,https://www.wikidata.org/wiki/Q3396243,03b7c4d6f22bd8efa1659d8e6a06d97e,eb0a191797624dd3a48fa681d3061212,240,447
2024-25,a62a164f781be26dd225dfda47b78c12,66c206794f40906b1c5393c4496d2706,EDUCACION PRIMARIA,primary education,https://www.wikidata.org/wiki/Q975085,03b7c4d6f22bd8efa1659d8e6a06d97e,eb0a191797624dd3a48fa681d3061212,240,432
2024-25,a62a164f781be26dd225dfda47b78c12,64e36d464ba01fbe2788a793acd102b8,ENFERMERIA,nursing,https://www.wikidata.org/wiki/Q121176,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,240,252
2024-25,a62a164f781be26dd225dfda47b78c12,926a4e70eca5973f6b49640e14e4d397,FISIOTERAPIA,physiotherapy,https://www.wikidata.org/wiki/Q186005,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,240,258
2024-25,a62a164f781be26dd225dfda47b78c12,bc45aaa4147ceda4f08978fbc34cf4c5,HUMANIDADES Y PATRIMONIO,heritage studies,https://www.wikidata.org/wiki/Q25101906,72ceb55b13672d5fdbac7ce07f1e85a8,d6d85d89b4612501521435bd3f620a9a,240,306
